Strand	Length	PID	Gene	Synonym	Code	COG	Product	Pos_Start	Pos_End	Predicted_Operon
+	188	384436302	slr1852	SYNGTS_1073	-	-	hypothetical protein	1190867	1191433	OF365
+	113	384436303	slr1853	SYNGTS_1074	-	-	hypothetical protein	1191445	1191786	OF365
+	198	384436304	slr1854	SYNGTS_1075	-	-	hypothetical protein	1191856	1192452	OF365
+	607	384436305	slr1855	SYNGTS_1076	-	-	hypothetical protein	1192485	1194308	OF365
+	109	384436306	slr1856	SYNGTS_1077	-	-	anti-sigma B factor antagonist	1194314	1194643	OF365
+	707	384436307	glgX	SYNGTS_1078	-	-	glycogen operon protein GlgX	1194653	1196776	OF365
+	108	384436308	slr1859	SYNGTS_1079	-	-	hypothetical protein	1196836	1197162	OF365
+	634	384436309	ICFG	SYNGTS_1080	-	-	ICFG protein	1197262	1199166	OF366
+	143	384436310	slr1861	SYNGTS_1081	-	-	hypothetical protein	1199172	1199603	OF366
+	707	384436311	slr1862	SYNGTS_1082	-	-	hypothetical protein	1199708	1201831	OF366
+	356	384436312	slr1864	SYNGTS_1083	-	-	hypothetical protein	1201845	1202915	OF366
+	420	384436313	slr1865	SYNGTS_1084	-	-	hypothetical protein	1203093	1204355	OF366
+	333	384436314	slr1866	SYNGTS_1085	-	-	hypothetical protein	1204363	1205364	OF366
+	348	384436315	trpD	SYNGTS_1086	-	-	anthranilate phosphoribosyltransferase	1205764	1206810	OF366
-	225	384436316	deoC	SYNGTS_1087	-	-	deoxyribose-phosphate aldolase	1206837	1207514	OR1
-	817	384436317	sll1775	SYNGTS_1088	-	-	hypothetical protein	1207566	1210019	OR1
-	260	384436318	sll1774	SYNGTS_1089	-	-	hypothetical protein	1210455	1211237	OR1
+	252	384436319	slr1869	SYNGTS_1090	-	-	hypothetical protein	1211417	1212175	OF367
+	249	384436320	slr1870	SYNGTS_1091	-	-	hypothetical protein	1213005	1213754	OF368
-	232	384436321	sll1773	SYNGTS_1092	-	-	hypothetical protein	1214270	1214968	OR1
+	295	384436322	slr1871	SYNGTS_1093	-	-	transcriptional regulator	1215098	1215985	OF369
-	822	384436323	mutS	SYNGTS_1094	-	-	DNA mismatch repair protein	1215973	1218441	OR1
-	254	384436324	sll1771	SYNGTS_1095	-	-	hypothetical protein	1218471	1219235	OR1
-	585	384436325	sll1770	SYNGTS_1096	-	-	ABC1-like	1219290	1221047	OR1
-	105	384436326	sll1769	SYNGTS_1097	-	-	hypothetical protein	1221427	1221744	OR1
-	90	384436327	ssl3383	SYNGTS_1098	-	-	hypothetical protein	1221754	1222026	OR1
-	58	384436328	ssl3382	SYNGTS_1099	-	-	hypothetical protein	1222072	1222248	OR1
-	326	384436329	sll1768	SYNGTS_1100	-	-	oligopeptide ABC transporter permease protein	1222483	1223463	OR1
+	354	384436330	ddlA	SYNGTS_1101	-	-	D-alanine:D-alanine ligase-related protein	1223594	1224658	OF370
+	212	384436331	exoD	SYNGTS_1102	-	-	exopolysaccharide synthesis protein	1224745	1225383	OF371
-	98	384436332	clpS	SYNGTS_1103	-	-	ATP-dependent Clp protease adaptor protein	1225503	1225799	OR1
+	157	384436333	slr1876	SYNGTS_1104	-	-	hypothetical protein	1225907	1226380	OF372
-	113	384436334	rps6	SYNGTS_1105	-	-	30S ribosomal protein S6	1226408	1226749	OR1
+	276	384436335	hpcE	SYNGTS_1106	-	-	2-hydroxyhepta-2,4-diene-1,7dioate isomerase	1227054	1227884	OF373
+	272	384436336	cpcE	SYNGTS_1107	-	-	phycocyanin alpha phycocyanobilin lyase CpcE	1227937	1228755	OF374
-	398	384436337	aslB	SYNGTS_1108	-	-	putative arylsulfatase regulatory protein	1228788	1229984	OR1
-	159	384436338	sll1765	SYNGTS_1109	-	-	hypothetical protein	1230024	1230503	OR1
-	144	384436339	sll1764	SYNGTS_1110	-	-	hypothetical protein	1230587	1231021	OR1
-	134	384436340	sll1763	SYNGTS_1111	-	-	hypothetical protein	1231088	1231492	OR1
-	382	384436341	sll1762	SYNGTS_1112	-	-	hypothetical protein	1231601	1232749	OR1
+	242	384436342	cobI	SYNGTS_1113	-	-	precorrin-2methyltransferase	1232601	1233329	OF375
-	204	384436343	sll1761	SYNGTS_1114	-	-	hypothetical protein	1233326	1233940	OR1
-	306	384436344	thrB	SYNGTS_1115	-	-	homoserine kinase	1233953	1234873	OR1
+	377	384436345	slr1880	SYNGTS_1116	-	-	hypothetical protein	1235133	1236266	OF376
-	481	384436346	glmM	SYNGTS_1117	-	-	phosphoglucosamine mutase	1236360	1237805	OR1
+	75	384436347	ssr3184	SYNGTS_1118	-	-	ferredoxin	1237973	1238200	OF377
+	240	384436348	livF	SYNGTS_1119	-	-	high-affinity branched-chain amino acid transport ATP-binding protein BraG	1238307	1239029	OF378
+	313	384436349	ribF	SYNGTS_1120	-	-	bifunctional riboflavin kinase/FMN adenylyltransferase	1239178	1240119	OF379
-	292	384436350	sll1757	SYNGTS_1121	-	-	hypothetical protein	1240130	1241008	OR1
+	89	384436351	ssr3188	SYNGTS_1122	-	-	hypothetical protein	1241153	1241422	OF380
-	74	384436352	ssl3364	SYNGTS_1123	-	-	hypothetical protein	1241582	1241806	OR1
+	337	384436353	trpS	SYNGTS_1124	-	-	tryptophanyl-tRNA synthetase	1242091	1243104	OF381
+	55	384436354	ssr3189	SYNGTS_1125	-	-	hypothetical protein	1243255	1243422	OF382
+	192	384436355	slr1885	SYNGTS_1126	-	-	hypothetical protein	1243548	1244126	OF383
+	154	384436356	slr1886	SYNGTS_1127	-	-	putative iojap protein	1244212	1244676	OF384
-	407	384436357	sll1755	SYNGTS_1128	-	-	hypothetical protein	1244709	1245932	OR1
+	320	384436358	hemC	SYNGTS_1129	-	-	porphobilinogen deaminase	1246009	1246971	OF385
+	630	384436359	slr1888	SYNGTS_1130	-	-	hypothetical protein	1247101	1248993	OF386
+	697	384436360	pta	SYNGTS_1131	-	-	phosphate acetyltransferase	1249259	1251352	OF387
-	204	384436361	sll2015	SYNGTS_1132	-	-	hypothetical protein	1251410	1252024	OR1
-	237	384436362	sfsA	SYNGTS_1133	-	-	sugar fermentation stimulation protein	1252086	1252799	OR1
-	195	384436363	sll2013	SYNGTS_1134	-	-	hypothetical protein	1252853	1253440	OR1
-	318	384436364	rpoD	SYNGTS_1135	-	-	RNA polymerase sigma factor	1253600	1254556	OR1
-	208	384436365	sll2011	SYNGTS_1136	-	-	hypothetical protein	1254942	1255568	OR1
-	452	384436366	murD	SYNGTS_1137	-	-	UDP-N-acetylmuramoylalanine--D-glutamate ligase	1255722	1257080	OR1
-	435	384436367	sll2009	SYNGTS_1138	-	-	processing protease	1257261	1258568	OR1
-	430	384436368	sll2008	SYNGTS_1139	-	-	processing protease	1258577	1259869	OR1
+	258	384436369	hupE	SYNGTS_1140	-	-	hydrogenase accessory protein	1260034	1260810	OF388
+	403	384436370	ispG	SYNGTS_1141	-	-	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	1260866	1262077	OF389
-	138	384436371	sll2007	SYNGTS_1142	-	-	hypothetical protein	1262231	1262647	OR1
-	118	384436372	sll2006	SYNGTS_1143	-	-	hypothetical protein	1262640	1262996	OR1
-	1078	384436373	gyrB	SYNGTS_1144	-	-	DNA gyrase B subunit	1263145	1266381	OR1
-	85	384436374	ssl3829	SYNGTS_1145	-	-	hypothetical protein	1266510	1266767	OR1
-	39	384436375	psbY	SYNGTS_1146	-	-	photosystem II protein PsbY	1267006	1267125	OR1
+	340	384436376	slr2141	SYNGTS_1147	-	-	hypothetical protein	1267205	1268227	OF390
-	443	384436377	sll2003	SYNGTS_1148	-	-	hypothetical protein	1268224	1269555	OR1
+	401	384436378	cefD	SYNGTS_1149	-	-	isopenicillin N epimerase	1269886	1271091	OF391
-	292	384436379	sll2002	SYNGTS_1150	-	-	hypothetical protein	1271187	1272065	OR1
+	301	384436380	slr2144	SYNGTS_1151	-	-	hypothetical protein	1272225	1273130	OF392
+	309	384436381	mbpA	SYNGTS_1152	-	-	adenine-specific DNA methylase	1273169	1274098	OF392
-	261	384436382	sll1710	SYNGTS_1153	-	-	transposase	1274189	1274974	OR1
-	248	384436383	gdh	SYNGTS_1154	-	-	glucose dehydrogenase	1275053	1275799	OR1
-	94	384436384	ssl3291	SYNGTS_1155	-	-	hypothetical protein	1275925	1276209	OR1
-	226	384436385	sll1708	SYNGTS_1156	-	-	NarL subfamily protein Rre17	1276259	1276939	OR1
+	749	384436386	slr1805	SYNGTS_1157	-	-	sensory transduction histidine kinase Hik16	1277110	1279359	OF392
-	256	384436387	csgA	SYNGTS_1158	-	-	cell-cell signaling protein, C-factor	1279384	1280154	OR1
-	610	384436388	sppA	SYNGTS_1159	-	-	protease IV	1280178	1282010	OR1
-	170	384436389	sll1702	SYNGTS_1160	-	-	hypothetical protein	1282007	1282519	OR1
+	261	384436390	slr1807	SYNGTS_1161	-	-	hypothetical protein	1282558	1283343	OF393
+	427	384436391	hemA	SYNGTS_1162	-	-	transfer RNA-Gln reductase	1283477	1284760	OF394
+	265	384436392	slr1809	SYNGTS_1163	-	-	hypothetical protein	1284922	1285719	OF395
-	631	384436393	sll1699	SYNGTS_1164	-	-	extracellular solute-binding protein	1285685	1287580	OR1
-	126	384436394	sll1698	SYNGTS_1165	-	-	hypothetical protein	1287549	1287929	OR1
-	321	384436395	sll1697	SYNGTS_1166	-	-	hypothetical protein	1288206	1289171	OR1
+	159	384436396	slr1811	SYNGTS_1167	-	-	hypothetical protein	1289295	1289774	OF396
+	158	384436397	slr1812	SYNGTS_1168	-	-	hypothetical protein	1289897	1290373	OF397
+	153	384436398	slr1813	SYNGTS_1169	-	-	hypothetical protein	1290448	1290909	OF398
+	154	384436399	slr1814	SYNGTS_1170	-	-	hypothetical protein	1291032	1291496	OF399
+	178	384436400	slr1815	SYNGTS_1171	-	-	hypothetical protein	1291637	1292173	OF400
+	717	384436401	slr1816	SYNGTS_1172	-	-	hypothetical protein	1292215	1294368	OF400
-	270	384436402	sll1696	SYNGTS_1173	-	-	hypothetical protein	1294385	1295197	OR1
-	170	384436403	hofG	SYNGTS_1174	-	-	general secretion pathway protein G	1295199	1295711	OR1
-	168	384436404	hofG	SYNGTS_1175	-	-	general secretion pathway protein G	1295810	1296316	OR1
-	440	384436405	sll1693	SYNGTS_1176	-	-	hypothetical protein	1296460	1297782	OR1
+	201	384436406	slr1818	SYNGTS_1177	-	-	hypothetical protein	1297937	1298542	OF400
-	145	384436407	sll1692	SYNGTS_1178	-	-	hypothetical protein	1298546	1298983	OR1
-	150	384436408	sll1691	SYNGTS_1179	-	-	hypothetical protein	1298976	1299428	OR1
+	331	384436409	slr1819	SYNGTS_1180	-	-	hypothetical protein	1299478	1300473	OF401
-	369	384436410	rpoD2-V	SYNGTS_1181	-	-	RNA polymerase sigma factor	1300488	1301597	OR1
-	433	384436411	thrC	SYNGTS_1182	-	-	threonine synthase	1302112	1303413	OR1
+	490	384436412	slr1820	SYNGTS_1183	-	-	hypothetical protein	1303788	1305260	OF402
-	970	384436413	sll1687	SYNGTS_1184	-	-	sensory histidine kinase Hik17	1305253	1308165	OR1
+	366	384436414	slr1821	SYNGTS_1185	-	-	hypothetical protein	1308299	1309399	OF403
+	219	384436415	nth	SYNGTS_1186	-	-	endonuclease III	1309392	1310051	OF403
+	149	384436416	slr1732	SYNGTS_1187	-	-	hypothetical protein	1310645	1311094	OF403
-	164	384436417	sll1631	SYNGTS_1188	-	-	hypothetical protein	1311126	1311620	OR1
-	141	384436418	sll1630	SYNGTS_1189	-	-	hypothetical protein	1311660	1312085	OR1
-	489	384436419	phr	SYNGTS_1190	-	-	DNA photolyase	1312095	1313564	OR1
-	384	384436420	sll1628	SYNGTS_1191	-	-	hypothetical protein	1313726	1314880	OR1
+	457	384436421	opcA	SYNGTS_1192	-	-	glucose 6-phosphate dehydrogenase effector OpcA	1315098	1316471	OF404
+	252	384436422	slr1735	SYNGTS_1193	-	-	ABC transporter	1316529	1317287	OF405
-	203	384436423	lexA	SYNGTS_1194	-	-	SOS function regulatory protein LexA	1317536	1318147	OR1
-	331	384436424	sdhB	SYNGTS_1195	-	-	succinate dehydrogenase iron-sulfur protein subunit	1318363	1319358	OR1
-	334	384436425	sll1624	SYNGTS_1196	-	-	regulatory component of sensory transduction system Rre18	1319652	1320656	OR1
-	223	384436426	sll1623	SYNGTS_1197	-	-	ABC transporter	1320669	1321340	OR1
+	308	384436427	ubiA	SYNGTS_1198	-	-	hypothetical protein	1321504	1322430	OF406
+	363	384436428	slr1737	SYNGTS_1199	-	-	hypothetical protein	1322489	1323580	OF407
-	189	384436429	sll1621	SYNGTS_1200	-	-	membrane protein	1323652	1324221	OR1
+	139	384436430	slr1738	SYNGTS_1201	-	-	hypothetical protein	1324532	1324951	OF408
-	158	384436431	sll1620	SYNGTS_1202	-	-	hypothetical protein	1324967	1325443	OR1
+	122	384436432	slr1739	SYNGTS_1203	-	-	protein PsbW	1325697	1326065	OF409
+	582	384436433	slr1740	SYNGTS_1204	-	-	extracellular solute-binding protein	1326184	1327932	OF410
-	200	384436434	sll1618	SYNGTS_1205	-	-	hypothetical protein	1328205	1328807	OR1
+	256	384436435	slr1742	SYNGTS_1206	-	-	hypothetical protein	1328927	1329697	OF411
+	404	384436436	ndh	SYNGTS_1207	-	-	NADH dehydrogenase	1329747	1330961	OF411
+	649	384436437	amiA	SYNGTS_1208	-	-	N-acetylmuramoyl-L-alanine amidase	1331246	1333195	OF411
+	279	384436438	murI	SYNGTS_1209	-	-	glutamate racemase	1333339	1334178	OF412
+	469	384436439	slr1747	SYNGTS_1210	-	-	hypothetical protein	1334388	1335797	OF413
+	445	384436440	ndh	SYNGTS_1211	-	-	NADH dehydrogenase	1336116	1337453	OF414
+	142	384436441	slr0852	SYNGTS_1212	-	-	hypothetical protein	1337544	1337972	OF415
+	158	384436442	rimI	SYNGTS_1213	-	-	ribosomal-protein-alanine acetyltransferase	1337972	1338448	OF415
+	479	384436443	phr	SYNGTS_1214	-	-	deoxyribopyrimidine photolyase	1338500	1339939	OF415
-	197	384436444	sll0858	SYNGTS_1215	-	-	hypothetical protein	1339948	1340541	OR1
-	138	384436445	sll0857	SYNGTS_1216	-	-	hypothetical protein	1340511	1340927	OR1
-	186	384436446	rpoE	SYNGTS_1217	-	-	RNA polymerase sigma-E factor	1340869	1341429	OR1
-	451	384436447	sll0855	SYNGTS_1218	-	-	hypothetical protein	1341592	1342947	OR1
-	308	384436448	sll0854	SYNGTS_1219	-	-	hypothetical protein	1342957	1343883	OR1
-	186	384436449	sll0853	SYNGTS_1220	-	-	hypothetical protein	1343934	1344494	OR1
+	119	384436450	slr0856	SYNGTS_1221	-	-	transposase	1345014	1345373	OF416
+	164	384436451	slr0857	SYNGTS_1222	-	-	transposase	1345367	1345861	OF416
-	460	384436452	psbC	SYNGTS_1223	-	-	photosystem II CP43 protein	1346291	1347673	OR1
-	352	384436453	psbD	SYNGTS_1224	-	-	photosystem II D2 protein	1347657	1348715	OR1
-	447	384436454	dnaA	SYNGTS_1225	-	-	chromosomal replication initiator protein DnaA	1349053	1350396	OR1
-	201	384436455	sll0847	SYNGTS_1226	-	-	hypothetical protein	1350451	1351056	OR1
+	391	384436456	purT	SYNGTS_1227	-	-	glycinamide ribonucleotide transformylase	1351073	1352248	OF416
-	102	384436457	sll0846	SYNGTS_1228	-	-	hypothetical protein	1352413	1352721	OR1
+	326	384436458	lmbP	SYNGTS_1229	-	-	LmbP protein	1352911	1353891	OF417
+	463	384436459	slr0863	SYNGTS_1230	-	-	hypothetical protein	1353979	1355370	OF418
-	358	384436460	mnmA	SYNGTS_1231	-	-	tRNA (5-methyl aminomethyl-2-thiouridylate)-methyltransferase	1355367	1356443	OR1
-	365	384436461	sll0843	SYNGTS_1232	-	-	hypothetical protein	1356557	1357654	OR1
-	508	384436462	nplT	SYNGTS_1233	-	-	neopullulanase	1357663	1359189	OR1
+	574	384436463	slr0864	SYNGTS_1234	-	-	ABC transporter	1359251	1360975	OF419
+	337	384436464	slr0865	SYNGTS_1235	-	-	hypothetical protein	1361076	1362089	OF420
-	197	384436465	sll0839	SYNGTS_1236	-	-	hypothetical protein	1362082	1362675	OR1
-	231	384436466	pyrF	SYNGTS_1237	-	-	orotidine 5' monophosphate decarboxylase	1362654	1363349	OR1
-	294	384436467	sll0837	SYNGTS_1238	-	-	hypothetical protein	1363396	1364280	OR1
+	214	384436468	slr0867	SYNGTS_1239	-	-	hypothetical protein	1364388	1365032	OF421
+	101	384436469	slr0868	SYNGTS_1240	-	-	hypothetical protein	1365281	1365586	OF422
+	812	384436470	slr0869	SYNGTS_1241	-	-	hypothetical protein	1365946	1368384	OF423
+	120	384436471	slr0870	SYNGTS_1242	-	-	hypothetical protein	1368473	1368835	OF424
+	127	384436472	slr0871	SYNGTS_1243	-	-	hypothetical protein	1368860	1369243	OF424
+	372	384436473	slr0872	SYNGTS_1244	-	-	hypothetical protein	1369985	1371103	OF424
-	912	384436474	mutS	SYNGTS_1245	-	-	DNA mismatch repair protein	1371272	1374010	OR1
+	1064	384436475	slr1243	SYNGTS_1246	-	-	hypothetical protein	1374168	1377362	OF425
-	349	384436476	sll1164	SYNGTS_1247	-	-	hypothetical protein	1377479	1378528	OR1
-	135	384436477	sll1163	SYNGTS_1248	-	-	hypothetical protein	1378532	1378939	OR1
-	235	384436478	sll1162	SYNGTS_1249	-	-	hypothetical protein	1378902	1379609	OR1
-	335	384436479	sll1161	SYNGTS_1250	-	-	adenylate cyclase	1379700	1380707	OR1
-	160	384436480	sll1160	SYNGTS_1251	-	-	hypothetical protein	1380903	1381385	OR1
-	218	384436481	sll1159	SYNGTS_1252	-	-	hypothetical protein	1381420	1382076	OR1
-	138	384436482	sll1158	SYNGTS_1253	-	-	hypothetical protein	1382156	1382572	OR1
+	302	384436483	slr1245	SYNGTS_1254	-	-	transcriptional regulator	1382645	1383553	OF426
+	86	384436484	ssr2078	SYNGTS_1255	-	-	transposase	1383641	1383901	OF427
+	178	384436485	slr1246	SYNGTS_1256	-	-	transposase	1384029	1384565	OF428
-	138	384436486	sll1157	SYNGTS_1257	-	-	transposase	1384571	1384987	OR1
-	141	384436487	sll1156	SYNGTS_1258	-	-	transposase	1384876	1385301	OR1
-	113	384436488	sll1155	SYNGTS_1259	-	-	hypothetical protein	1385395	1385736	OR1
-	418	384436489	norA	SYNGTS_1260	-	-	quinolene resistance protein NorA	1385857	1387113	OR1
+	333	384436490	pstS	SYNGTS_1261	-	-	phosphate binding protein	1387729	1388730	OF429
+	328	384436491	pstC	SYNGTS_1262	-	-	phosphate transport system permease protein PstC	1388876	1389862	OF430
+	290	384436492	pstA	SYNGTS_1263	-	-	phosphate transport system permease protein PstA	1389867	1390739	OF430
+	271	384436493	pstB	SYNGTS_1264	-	-	phosphate transport ATP-binding protein PstB	1390793	1391608	OF430
+	171	384436494	cyp	SYNGTS_1265	-	-	peptidyl-prolyl cis-trans isomerase	1391789	1392304	OF431
-	96	384436495	dcoH	SYNGTS_1266	-	-	pterin-4a-carbinolamine dehydratase	1392433	1392723	OR1
-	605	384436496	sll1151	SYNGTS_1267	-	-	hypothetical protein	1392755	1394572	OR1
+	84	384436497	ssr2087	SYNGTS_1268	-	-	hypothetical protein	1394739	1394993	OF432
-	252	384436498	sll1150	SYNGTS_1269	-	-	hypothetical protein	1395128	1395886	OR1
+	104	384436499	slr1253	SYNGTS_1270	-	-	hypothetical protein	1396028	1396342	OF433
+	472	384436500	pds	SYNGTS_1271	-	-	phytoene desaturase	1396636	1398054	OF434
+	309	384436501	pys	SYNGTS_1272	-	-	phytoene synthase	1398199	1399128	OF435
-	137	384436502	sll1147	SYNGTS_1273	-	-	glutathione S-transferase	1399305	1399718	OR1
+	100	384436503	ureA	SYNGTS_1274	-	-	urease subunit gamma	1399876	1400178	OF436
+	397	384436504	slr1257	SYNGTS_1275	-	-	hypothetical protein	1400626	1401819	OF437
+	251	384436505	slr1258	SYNGTS_1276	-	-	hypothetical protein	1402016	1402771	OF438
+	232	384436506	slr1259	SYNGTS_1277	-	-	hypothetical protein	1402902	1403600	OF439
+	177	384436507	slr1260	SYNGTS_1278	-	-	hypothetical protein	1403656	1404189	OF440
+	179	384436508	slr1261	SYNGTS_1279	-	-	hypothetical protein	1404253	1404792	OF441
+	288	384436509	slr1262	SYNGTS_1280	-	-	hypothetical protein	1404798	1405664	OF441
+	470	384436510	slr1263	SYNGTS_1281	-	-	hypothetical protein	1405860	1407272	OF441
-	388	384436511	sll1961	SYNGTS_1282	-	-	hypothetical protein	1407300	1408466	OR1
-	140	384436512	sll1960	SYNGTS_1283	-	-	hypothetical protein	1408547	1408969	OR1
-	267	384436513	suhB	SYNGTS_1284	-	-	inositol monophosphatase	1409004	1409807	OR1
-	349	384436514	hisC	SYNGTS_1285	-	-	histidinol phosphate aminotransferase	1409812	1410861	OR1
-	104	384436515	arsA	SYNGTS_1286	-	-	arsenical resistance operon repressor	1411054	1411368	OR1
+	247	384436516	apqZ	SYNGTS_1287	-	-	water channel protein aquaporin Z	1411740	1412483	OF442
+	898	384436517	topA	SYNGTS_1288	-	-	DNA topoisomerase I	1412943	1415639	OF443
+	134	384436518	slr2059	SYNGTS_1289	-	-	ferredoxin	1415660	1416064	OF443
+	465	384436519	slr2060	SYNGTS_1290	-	-	hypothetical protein	1416101	1417498	OF443
-	192	384436520	sll1956	SYNGTS_1291	-	-	hypothetical protein	1417812	1418390	OR1
-	201	384436521	sll1954	SYNGTS_1292	-	-	hypothetical protein	1418723	1419328	OR1
-	98	384436522	ssl3692	SYNGTS_1293	-	-	hypothetical protein	1419367	1419663	OR1
+	400	384436523	slr2062	SYNGTS_1294	-	-	transposase	1419757	1420959	OF443
-	1741	384436524	sll1951	SYNGTS_1295	-	-	hemolysin	1421243	1426468	OR1
-	244	384436525	sll1950	SYNGTS_1296	-	-	hypothetical protein	1427013	1427747	OR1
-	247	384436526	sll1949	SYNGTS_1297	-	-	hypothetical protein	1428146	1428889	OR1
+	161	384436527	apcA	SYNGTS_1298	-	-	allophycocyanin a chain	1429236	1429721	OF444
+	161	384436528	apcB	SYNGTS_1299	-	-	allophycocyanin b chain	1429817	1430302	OF445
+	67	384436529	apcC	SYNGTS_1300	-	-	phycobilisome LC linker polypeptide	1430515	1430718	OF446
-	300	384436530	prmA	SYNGTS_1301	-	-	ribosomal protein L11 methyltransferase PrmA	1430813	1431715	OR1
-	554	384436531	serA	SYNGTS_1302	-	-	phosphoglycerate dehydrogenase	1431793	1433457	OR1
+	240	384436532	slr1990	SYNGTS_1303	-	-	hypothetical protein	1433718	1434440	OF447
+	337	384436533	cyaA	SYNGTS_1304	-	-	adenylate cyclase	1434462	1435475	OF447
+	154	384436534	slr1992	SYNGTS_1305	-	-	glutathione peroxidase	1435516	1435980	OF447
+	409	384436535	thl	SYNGTS_1306	-	-	acetyl coenzyme A acetyltransferase	1436190	1437419	OF447
+	240	384436536	fabG	SYNGTS_1307	-	-	3-ketoacyl-ACP reductase	1437521	1438243	OF448
-	484	384436537	sll1906	SYNGTS_1308	-	-	44.5-kDa chlorophyll synthase subunit	1438304	1439758	OR1
-	1014	384436538	sll1905	SYNGTS_1309	-	-	hybrid sensory kinase Hik19	1439819	1442863	OR1
+	425	384436539	slr1998	SYNGTS_1310	-	-	hypothetical protein	1442932	1444209	OF449
+	136	384436540	slr1999	SYNGTS_1311	-	-	hypothetical protein	1444242	1444652	OF449
+	321	384436541	slr2000	SYNGTS_1312	-	-	hypothetical protein	1444691	1445656	OF449
+	271	384436542	slr2001	SYNGTS_1313	-	-	hypothetical protein	1445914	1446729	OF449
+	873	384436543	cphA	SYNGTS_1314	-	-	cyanophycin synthetase	1446877	1449498	OF450
+	209	384436544	slr2003	SYNGTS_1315	-	-	hypothetical protein	1449531	1450160	OF450
-	399	384436545	sll1902	SYNGTS_1316	-	-	hypothetical protein	1450136	1451335	OR1
+	96	384436546	ssr3402	SYNGTS_1317	-	-	hypothetical protein	1451689	1451979	OF450
+	474	384436547	slr2004	SYNGTS_1318	-	-	hypothetical protein	1452047	1453471	OF451
+	268	384436548	slr1712	SYNGTS_1319	-	-	hypothetical protein	1453719	1454525	OF452
