Strand	Length	PID	Gene	Synonym	Code	COG	Product	Pos_Start	Pos_End	Predicted_Operon
-	349	15790840	-	VNG1965H	-	-	hypothetical protein	1450110	1451159	OR1
-	510	15790841	glpK	VNG1967G	-	COG0554C	hypothetical protein	1451162	1452694	OR1
+	570	15790842	gpdA2	VNG1969G	-	COG0578C	glycerol-3-phosphate dehydrogenase chain A	1452915	1454627	OF385
+	427	15790843	gpdB	VNG1971G	-	COG3075E	anaerobic glycerol-3-phosphate dehydrogenase subunit B	1454617	1455900	OF385
+	465	15790844	glpC	VNG1972G	-	COG0247C	glycerol-3-phosphate dehydrogenase chain C	1455893	1457290	OF385
-	210	15790845	-	VNG1973H	-	-	hypothetical protein	1457335	1457967	OR1
+	173	15790846	-	VNG1974H	-	COG3430S	hypothetical protein	1458039	1458560	OF385
+	77	15790847	-	VNG1976H	-	-	hypothetical protein	1458716	1458949	OF386
+	303	15790848	-	VNG1977H	-	COG2865K	hypothetical protein	1459030	1459941	OF387
+	139	15790849	-	VNG1978H	-	-	hypothetical protein	1459955	1460374	OF387
-	196	15790850	-	VNG1980C	-	COG1901S	hypothetical protein	1461293	1461883	OR1
-	494	15790851	-	VNG1983H	-	-	hypothetical protein	1461880	1463364	OR1
+	425	15790852	-	VNG1982C	-	COG1258J	pseudouridylate synthase	1463506	1464783	OF387
+	212	15790853	rnhB	VNG1984G	-	COG0164L	ribonuclease HII	1464785	1465423	OF387
-	536	15790854	-	VNG1985C	-	COG1757C	hypothetical protein	1465420	1467030	OR1
+	250	15790855	-	VNG1986C	-	COG1637L	hypothetical protein	1467161	1467913	OF387
-	509	15790856	secD	VNG1987G	-	COG0342U	preprotein translocase subunit SecD	1467921	1469450	OR1
-	284	15790857	secF	VNG1988G	-	COG0341U	preprotein translocase subunit SecF	1469447	1470301	OR1
-	157	15790858	-	VNG1989H	-	-	hypothetical protein	1470434	1470907	OR1
-	180	15790859	-	VNG1991H	-	COG4395S	hypothetical protein	1470955	1471497	OR1
+	426	15790860	pgi	VNG1992G	-	COG0166G	peroxidase / catalase	1471603	1472883	OF388
+	349	15790861	-	VNG1993H	-	COG1266R	hypothetical protein	1472892	1473941	OF388
-	109	15790862	-	VNG1994C	-	COG1439R	hypothetical protein	1473943	1474272	OR1
-	79	15790863	-	VNG1995C	-	COG1873S	hypothetical protein	1474404	1474643	OR1
+	600	15790864	infB	VNG1997G	-	COG0532J	translation initiation factor IF-2	1474858	1476660	OF388
-	121	15790865	-	VNG1998H	-	-	hypothetical protein	1476737	1477102	OR1
-	160	15790866	-	VNG1999H	-	COG1945S	hypothetical protein	1477154	1477636	OR1
-	411	15790867	prrIV1	VNG2000G	-	COG1222O	proteasome-activating nucleotidase	1477669	1478904	OR1
-	632	15790868	yjbG	VNG2001G	-	COG1164E	oligopeptidase	1479000	1480898	OR1
+	441	15790869	-	VNG2002H	-	COG2234R	hypothetical protein	1480897	1482222	OF389
-	266	15790870	truA	VNG2003G	-	COG0101J	tRNA pseudouridine synthase A	1482219	1483019	OR1
-	432	15790871	hisS	VNG2005G	-	COG0124J	histidyl-tRNA synthetase	1483024	1484322	OR1
-	196	15790872	-	VNG2006C	-	COG2117J	hypothetical protein	1484374	1484964	OR1
-	117	15790873	-	VNG2008H	-	COG2118R	hypothetical protein	1484968	1485321	OR1
-	151	15790874	rps19e	VNG2010G	-	COG2238J	30S ribosomal protein S19	1485424	1485879	OR1
+	288	15790875	thiL	VNG2011G	-	COG0611H	hypothetical protein	1486031	1486897	OF390
-	370	15790876	-	VNG2012C	-	COG0750M	hypothetical protein	1486894	1488006	OR1
-	83	15790877	-	VNG2014H	-	-	hypothetical protein	1488090	1488341	OR1
+	241	15790878	pyrH	VNG2015C	-	COG0528F	uridylate kinase	1488724	1489449	OF391
+	548	15790879	lysS	VNG2017G	-	COG1384J	hypothetical protein	1489454	1491100	OF391
+	600	15790880	-	VNG2019C	-	COG0750M	hypothetical protein	1491180	1492982	OF391
-	176	15790881	-	VNG2020C	-	COG1695K	hypothetical protein	1492979	1493509	OR1
+	492	15790882	-	VNG2021C	-	COG3253S	hypothetical protein	1493620	1495098	OF392
-	352	15790883	gsp	VNG2023G	-	COG0667C	general stress protein 69	1495368	1496426	OR1
+	88	15790884	-	VNG2024H	-	-	hypothetical protein	1496425	1496691	OF393
+	304	15790885	yyaI	VNG2025G	-	COG0110R	acetyltransferase-like protein	1496766	1497680	OF394
+	81	15790886	-	VNG2027H	-	-	hypothetical protein	1497707	1497952	OF394
+	121	15790887	-	VNG2028H	-	-	hypothetical protein	1498297	1498662	OF394
-	130	15790888	-	VNG2029H	-	-	hypothetical protein	1498703	1499095	OR1
+	268	15790889	nadE	VNG2031G	-	COG0171H	NAD synthetase	1499405	1500211	OF395
-	224	16554507	FAD1	VNG2032Gm	-	COG1024I	enoyl-CoA hydratase	1500208	1500882	OR1
-	274	15790891	-	VNG2034H	-	-	hypothetical protein	1500795	1501619	OR1
+	78	15790892	-	VNG2035H	-	-	hypothetical protein	1501863	1502099	OF396
-	189	15790893	hlx1	VNG2036G	-	COG2204T	Hlx1	1502096	1502665	OR1
-	506	15790894	-	VNG2037C	-	COG0642T	hypothetical protein	1502692	1504212	OR1
+	265	15790895	-	VNG2039H	-	-	hypothetical protein	1504536	1505333	OF397
-	133	15790896	-	VNG2041H	-	-	hypothetical protein	1505291	1505692	OR1
+	65	15790897	-	VNG2042H	-	-	hypothetical protein	1505691	1505888	OF398
-	184	15790898	ham1	VNG2043G	-	COG0127F	HAM1 protein	1505903	1506457	OR1
-	93	15790899	-	VNG2044H	-	COG4194R	hypothetical protein	1506498	1506779	OR1
-	532	161349976	gcp	VNG2045G	-	COG0533O	O-sialoglycoprotein endopeptidase/protein kinase	1506828	1508426	OR1
-	44	15790901	rps27ae	VNG2047G	-	COG1998J	30S ribosomal protein S27	1508435	1508569	OR1
-	102	15790902	rps24e	VNG2048G	-	COG2004J	30S ribosomal protein S24	1508571	1508879	OR1
-	32	15790903	-	VNG2049C	-	-	hypothetical protein	1508935	1509033	OR1
-	65	15790904	rpoE''	VNG2051G	-	COG2093K	DNA-directed RNA polymerase subunit E''	1509474	1509671	OR1
-	190	15790905	rpoE'	VNG2053G	-	COG1095K	DNA-directed RNA polymerase subunit E'	1509672	1510244	OR1
-	127	15790906	-	VNG2054H	-	COG1412R	hypothetical protein	1510248	1510631	OR1
-	414	15790907	eif2g	VNG2056G	-	COG5257J	translation initiation factor IF-2 subunit gamma	1510636	1511880	OR1
+	268	15790908	-	VNG2059H	-	-	hypothetical protein	1512177	1512983	OF399
-	273	15790909	phnP	VNG2060G	-	COG1235R	ATP-binding protein	1512989	1513810	OR1
-	369	15790910	atp	VNG2062G	-	COG0464O	ATPase AAA	1513807	1514916	OR1
-	571	15790911	-	VNG2064H	-	COG4745O	hypothetical protein	1515193	1516908	OR1
+	410	15790912	aca	VNG2063G	-	COG0183I	acetyl-CoA acetyltransferaseACA	1516948	1518180	OF400
+	257	15790913	dgs	VNG2065G	-	COG1215M	dolichol-P-glucose transferase	1518251	1519024	OF401
+	156	15790914	-	VNG2067H	-	COG2246S	hypothetical protein	1519017	1519487	OF401
-	637	15790915	-	VNG2068C	-	COG0025P	hypothetical protein	1519498	1521411	OR1
-	650	15790916	lfl2	VNG2071G	-	COG1022I	Lfl2	1521456	1523408	OR1
-	302	15790917	-	VNG2073C	-	COG0491R	hypothetical protein	1523420	1524328	OR1
+	460	161349975	serS	VNG2072G	-	COG0172J	seryl-tRNA synthetase	1524446	1525828	OF401
-	109	15790919	-	VNG2074H	-	COG3631R	hypothetical protein	1525893	1526222	OR1
+	193	15790920	-	VNG2075C	-	COG2042S	hypothetical protein	1526221	1526802	OF402
+	47	15790921	rpl40e	VNG2076G	-	COG1552J	50S ribosomal protein L40	1526849	1526992	OF402
-	108	15790922	mutT	VNG2079G	-	COG1051F	hypothetical protein	1527060	1527386	OR1
-	178	15790923	hat2	VNG2078G	-	COG1670J	acetyltransferase	1527488	1528024	OR1
-	205	15790924	-	VNG2080C	-	COG0491R	hypothetical protein	1528082	1528699	OR1
+	61	15790925	-	VNG2081H	-	-	hypothetical protein	1528776	1528961	OF402
+	182	16554508	-	VNG2081a	-	COG1628S	hypothetical protein	1528958	1529506	OF402
+	203	15790926	polC	VNG2082G	-	COG1573L	DNA polymerase bacteriophage-type	1529534	1530145	OF402
-	331	15790927	phnE	VNG2084G	-	COG3639P	transport protein	1530149	1531144	OR1
-	280	15790928	phnC	VNG2085G	-	COG3638P	phosphonates transport ATP-binding protein	1531141	1531983	OR1
-	320	15790929	hpb	VNG2086G	-	COG3221P	phosphate binding protein	1532071	1533033	OR1
+	218	161349974	hisH	VNG2087G	-	COG0118E	imidazole glycerol phosphate synthase subunit HisH	1533185	1533841	OF402
+	371	15790931	trm1	VNG2088G	-	COG1867J	N2,N2-dimethylguanosine tRNA methyltransferase	1534374	1535489	OF403
+	146	15790932	-	VNG2089H	-	-	hypothetical protein	1535505	1535945	OF403
+	212	15790933	-	VNG2091H	-	COG5283S	hypothetical protein	1536131	1536769	OF403
-	454	15790934	glnA	VNG2093G	-	COG0174E	hypothetical protein	1536751	1538115	OR1
+	154	15790935	trh4	VNG2094G	-	COG1522K	transcription regulator	1538241	1538705	OF404
-	656	15790936	cctB	VNG2096G	-	COG0459O	thermosome subunit beta	1538840	1540810	OR1
+	401	15790937	-	VNG2097C	-	COG2311S	hypothetical protein	1540767	1541972	OF405
-	64	15790938	-	VNG2098H	-	-	hypothetical protein	1542149	1542343	OR1
-	127	15790939	-	VNG2099C	-	COG0251J	hypothetical protein	1542347	1542730	OR1
-	410	228915426	iluA	VNG2100G	-	COG1171E	threonine dehydratase	1542781	1544013	OR1
+	144	15790941	-	VNG2101H	-	-	hypothetical protein	1544296	1544730	OF406
-	376	15790942	citZ	VNG2102G	-	COG0372C	citrate synthase	1544781	1545911	OR1
+	418	15790943	pchB	VNG2104G	-	COG3273S	potassium channel-like protein	1546022	1547278	OF407
-	89	15790944	-	VNG2105H	-	-	hypothetical protein	1547275	1547544	OR1
+	318	15790945	sdh	VNG2106G	-	COG3608R	succinate dehydrogenase subunit	1547630	1548586	OF408
+	363	15790946	thrC3	VNG2108G	-	COG0498E	threonine synthase	1548632	1549723	OF408
-	73	15790947	-	VNG2109H	-	-	hypothetical protein	1549720	1549941	OR1
-	420	15790948	-	VNG2110C	-	COG1571R	hypothetical protein	1550019	1551281	OR1
+	276	15790949	-	VNG2112C	-	COG1395K	hypothetical protein	1551547	1552377	OF408
-	274	15790950	-	VNG2113C	-	COG0668M	hypothetical protein	1552374	1553198	OR1
-	81	15790951	-	VNG2115H	-	COG0695O	hypothetical protein	1553564	1553809	OR1
-	478	15790952	-	VNG2116C	-	COG2252R	hypothetical protein	1553875	1555311	OR1
-	239	15790953	-	VNG2117C	-	COG0503F	adenine phosphoribosyltransferase	1555430	1556149	OR1
-	175	15790954	pyrE2	VNG2118G	-	COG0461F	orotate phosphoribosyltransferase	1556228	1556755	OR1
-	214	15790955	-	VNG2119C	-	COG0575I	hypothetical protein	1556811	1557455	OR1
+	279	15790956	yusM	VNG2120G	-	COG0506E	proline dehydrogenase	1557442	1558281	OF409
+	205	15790957	-	VNG2121C	-	COG2928S	hypothetical protein	1558353	1558970	OF410
-	308	15790958	ilvE2	VNG2122G	-	COG0115EH	branched-chain amino acid aminotransferase	1559008	1559934	OR1
+	491	15790959	nhaC2	VNG2123G	-	COG1757C	Na+/H+ antiporter	1560066	1561541	OF411
-	582	15790960	-	VNG2124C	-	COG1757C	hypothetical protein	1561543	1563291	OR1
-	222	16554509	ribB	VNG2125Gm	-	COG0108H	3,4-dihydroxy-2-butanone 4-phosphate synthase	1563368	1564036	OR1
-	242	15790962	-	VNG2126C	-	COG1339KH	hypothetical protein	1564023	1564751	OR1
-	325	15790963	-	VNG2128C	-	COG0731C	tRNA-modifying enzyme	1564788	1565765	OR1
-	35	15790964	-	VNG2129H	-	-	hypothetical protein	1565967	1566074	OR1
-	305	15790965	minD2	VNG2130G	-	COG0455D	hypothetical protein	1566101	1567018	OR1
+	438	15790966	erf1	VNG2131G	-	COG1503J	peptide chain release factor eRF-1	1567067	1568383	OF412
-	220	16554510	FER1	VNG2132Gm	-	COG0633C	ferredoxin	1568401	1569063	OR1
-	130	15790968	-	VNG2133H	-	-	hypothetical protein	1569140	1569532	OR1
-	224	15790969	atpD	VNG2135G	-	COG1394C	V-type ATP synthase subunit D	1569547	1570221	OR1
-	284	15790970	blh	VNG2136G	-	-	Brp-like protein	1570278	1571132	OR1
-	162	15790971	ggt	VNG2137G	-	-	geranylgeranyl-diphosphate geranylgeranyltransferase	1571291	1571779	OR1
-	471	15790972	atpB	VNG2138G	-	COG1156C	V-type ATP synthase subunit B	1572295	1573710	OR1
-	585	161349973	atpA	VNG2139G	-	COG1155C	V-type ATP synthase subunit A	1573716	1575473	OR1
-	120	15790974	atpF	VNG2140G	-	COG1436C	V-type ATP synthase subunit F	1575479	1575841	OR1
-	352	15790975	atpC	VNG2141G	-	COG1527C	V-type ATP synthase subunit C	1575838	1576896	OR1
-	195	15790976	atpE	VNG2142G	-	COG1390C	V-type ATP synthase subunit E	1576893	1577480	OR1
-	71	15790977	atpK	VNG2143G	-	-	H+-transporting ATP synthase subunit K	1577503	1577718	OR1
-	722	15790978	atpI	VNG2144G	-	COG1269C	H+-transporting ATP synthase subunit I	1577784	1579952	OR1
-	110	15790979	-	VNG2146H	-	COG2811C	hypothetical protein	1579939	1580271	OR1
+	218	15790980	hmp	VNG2147G	-	COG2226H	Hmp	1580346	1581002	OF413
-	411	15790981	-	VNG2148H	-	-	hypothetical protein	1581505	1582740	OR1
+	387	15790982	-	VNG2149H	-	COG2512S	hypothetical protein	1582844	1584007	OF414
+	266	15790983	etfB	VNG2150G	-	COG2086C	electron transfer flavoprotein subunit beta	1584077	1584877	OF415
+	322	15790984	etfA	VNG2151G	-	COG2025C	electron transfer flavoprotein subunit alpha	1584874	1585842	OF415
-	216	15790985	-	VNG2152C	-	COG1881R	hypothetical protein	1585866	1586516	OR1
+	300	15790986	fps	VNG2153G	-	COG0142H	isopentenyl pyrophosphate isomerase	1586648	1587550	OF415
-	361	15790987	-	VNG2154C	-	COG2237S	hypothetical protein	1587552	1588637	OR1
+	335	15790988	-	VNG2155C	-	COG2108R	hypothetical protein	1588750	1589757	OF416
-	523	15790989	-	VNG2156C	-	COG4745O	hypothetical protein	1589811	1591382	OR1
+	161	15790990	-	VNG2157C	-	COG3269R	hypothetical protein	1591620	1592105	OF417
+	261	15790991	oxrA	VNG2158G	-	COG1028IQR	oxidoreductase	1592154	1592939	OF417
-	331	16554511	manC	VNG2159Gm	-	COG0836M	mannose-1-phosphate guanylyltransferase	1592950	1593945	OR1
+	473	15790993	-	VNG2160C	-	COG1599L	hypothetical protein	1593632	1595053	OF417
+	190	15790994	-	VNG2162C	-	COG3390S	hypothetical protein	1595055	1595627	OF417
+	134	15790995	-	VNG2163H	-	-	hypothetical protein	1595672	1596076	OF417
-	57	15790996	-	VNG2164C	-	COG1202R	hypothetical protein	1596089	1596262	OR1
+	251	15790997	-	VNG2165H	-	-	hypothetical protein	1596897	1597652	OF417
-	355	16554512	-	VNG2166Cm	-	COG3268S	hypothetical protein	1597649	1598716	OR1
-	751	15790999	dbp	VNG2167G	-	COG1112L	DNA-binding protein -like	1598752	1601007	OR1
-	390	15791000	-	VNG2168C	-	COG1994R	hypothetical protein	1601058	1602230	OR1
-	401	15791001	adh1	VNG2171G	-	COG1454C	alcohol dehydrogenase	1602287	1603492	OR1
+	155	15791002	-	VNG2170H	-	COG1917S	hypothetical protein	1603520	1603987	OF418
-	364	15791003	-	VNG2172C	-	COG3173R	hypothetical protein	1603994	1605088	OR1
+	592	15791004	rad24a	VNG2173G	-	COG1202R	DNA repair protein	1605490	1607268	OF419
-	48	15791005	-	VNG2174H	-	-	hypothetical protein	1607756	1607902	OR1
+	424	15791006	-	VNG2175H	-	COG3385L	hypothetical protein	1608193	1609467	OF420
-	173	15791007	-	VNG2176H	-	-	hypothetical protein	1609442	1609963	OR1
-	125	15791008	-	VNG2177H	-	-	hypothetical protein	1609956	1610333	OR1
-	92	15791009	-	VNG2178H	-	-	hypothetical protein	1610790	1611068	OR1
+	169	15791010	-	VNG2179H	-	COG3430S	hypothetical protein	1611475	1611984	OF421
-	389	15791011	-	VNG2180C	-	COG0642T	hypothetical protein	1611981	1613150	OR1
+	831	15791012	mcm	VNG2181G	-	COG1241L	MCM / cell division control protein 21	1613953	1616448	OF422
+	112	15791013	-	VNG2182H	-	-	hypothetical protein	1616518	1616856	OF423
+	265	15791014	-	VNG2183H	-	-	hypothetical protein	1616853	1617650	OF423
-	287	15791015	tfbA	VNG2184G	-	COG1405K	transcription initiation factor IIB	1617647	1618510	OR1
+	176	15791016	-	VNG2185H	-	-	hypothetical protein	1618682	1619212	OF423
-	142	15791017	hit1	VNG2186G	-	COG0537FGR	Hit1	1619975	1620403	OR1
-	72	15791018	-	VNG2187H	-	-	hypothetical protein	1620447	1620665	OR1
+	76	15791019	-	VNG2189H	-	-	hypothetical protein	1620746	1620976	OF424
+	1070	15791020	ileS	VNG2190G	-	COG0060J	isoleucyl-tRNA synthetase	1621029	1624241	OF425
-	191	15791021	-	VNG2191H	-	-	hypothetical protein	1624252	1624827	OR1
-	565	16554513	coxA1	VNG2193Gm	-	COG0843C	cytochrome c oxidase subunit I	1624849	1626546	OR1
-	145	15791023	coxB2	VNG2195G	-	COG1622C	cytochrome c oxidase subunit II	1626543	1626980	OR1
-	288	15791024	hcpB	VNG2196G	-	COG3794C	halocyanin-like protein	1627091	1627957	OR1
+	63	15791025	-	VNG2197H	-	-	hypothetical protein	1628164	1628355	OF426
+	229	15791026	-	VNG2199H	-	COG2836S	hypothetical protein	1628491	1629180	OF427
+	801	15791027	cpx	VNG2201G	-	COG2217P	heavy-metal transporting CPx-type ATPase	1629182	1631587	OF427
+	106	15791028	-	VNG2202H	-	-	hypothetical protein	1631923	1632243	OF427
-	281	15791029	prsA	VNG2203G	-	COG0462FE	hypothetical protein	1632254	1633099	OR1
-	285	15791030	-	VNG2204H	-	-	hypothetical protein	1633922	1634779	OR1
+	150	15791031	-	VNG2205H	-	-	hypothetical protein	1634861	1635313	OF428
+	455	15791032	pmu1	VNG2206G	-	COG1109G	phosphomannomutase	1635310	1636677	OF428
-	377	15791033	-	VNG2207H	-	-	hypothetical protein	1636674	1637807	OR1
-	513	15791034	trpS1	VNG2208G	-	COG0180J	tryptophanyl-tRNA synthetase	1637859	1639400	OR1
-	343	15791035	endA	VNG2210G	-	COG1676J	tRNA splicing endonuclease	1639397	1640428	OR1
-	242	15791036	-	VNG2211H	-	COG1637L	hypothetical protein	1640451	1641179	OR1
-	779	15791037	brr2	VNG2213G	-	COG1204R	pre-mRNA splicing helicase	1641218	1643557	OR1
-	469	15791038	dinF	VNG2214G	-	COG0534V	DNA damage-inducible protein	1643594	1645003	OR1
+	311	15791039	lip	VNG2216G	-	COG0320H	lipoyl synthase	1645123	1646058	OF428
+	419	15791040	pdhA2	VNG2217G	-	COG1071C	pyruvate dehydrogenase alpha subunit	1646140	1647399	OF429
+	297	15791041	pdhB	VNG2218G	-	COG0022C	hypothetical protein	1647485	1648378	OF430
+	478	15791042	dsa	VNG2219G	-	COG0508C	branched-chain alpha-keto acid dehydrogenase subunit E2	1648380	1649816	OF430
+	474	15791043	lpdA	VNG2220G	-	COG1249C	LpdA	1649819	1651243	OF430
+	270	15791044	pheA	VNG2222G	-	COG0077E	hypothetical protein	1651293	1652105	OF430
-	885	15791045	leuS	VNG2223G	-	COG0495J	leucyl-tRNA synthetase	1652109	1654766	OR1
-	291	15791046	ocd1	VNG2224G	-	COG2423E	ornithine cyclodeaminase	1654897	1655772	OR1
-	581	15791047	cctA	VNG2226G	-	COG0459O	thermosome subunit alpha	1656061	1657806	OR1
-	183	15791048	-	VNG2227C	-	COG0415L	RNA-processing protein	1657929	1658480	OR1
-	276	15791049	-	VNG2230H	-	COG3211R	hypothetical protein	1658526	1659356	OR1
-	447	15791050	-	VNG2231C	-	COG2270R	hypothetical protein	1659394	1660737	OR1
-	380	15791051	trpS2	VNG2232G	-	COG0180J	tryptophanyl-tRNA synthetase	1660818	1661960	OR1
-	231	15791052	-	VNG2233C	-	COG1718TD	hypothetical protein	1662177	1662872	OR1
-	95	15791053	eif1a1	VNG2234G	-	COG0361J	translation initiation factor IF-1A	1663129	1663416	OR1
+	44	15791054	-	VNG2236H	-	-	hypothetical protein	1663560	1663694	OF430
-	327	15791055	tyrS	VNG2237G	-	COG0162J	tyrosyl-tRNA synthetase	1663836	1664819	OR1
-	664	15791056	-	VNG2238C	-	COG2433S	hypothetical protein	1664886	1666880	OR1
-	308	15791057	-	VNG2239C	-	COG1234R	hypothetical protein	1666899	1667825	OR1
+	334	15791058	rfcC	VNG2240G	-	COG0470L	replication factor C small subunit 2	1667940	1668944	OF431
+	116	15791059	-	VNG2241H	-	-	hypothetical protein	1668976	1669326	OF431
-	161	15791060	-	VNG2242C	-	COG1041L	hypothetical protein	1669327	1669812	OR1
+	186	15791061	tbpE	VNG2243G	-	COG2101K	transcription factor	1670410	1670970	OF431
+	121	15791062	-	VNG2244H	-	-	hypothetical protein	1670977	1671342	OF431
+	129	15791063	-	VNG2246H	-	-	hypothetical protein	1671383	1671772	OF431
-	282	15791064	hisG	VNG2247G	-	COG0040E	ATP phosphoribosyltransferase	1671775	1672623	OR1
+	191	15791065	-	VNG2248H	-	-	hypothetical protein	1672712	1673287	OF431
+	431	15791066	trzA	VNG2249G	-	COG0402FR	N-ethylammeline chlorohydrolase	1673284	1674579	OF431
+	427	15791067	achY	VNG2251G	-	COG0499H	S-adenosyl-L-homocysteine hydrolase	1674660	1675943	OF431
+	141	15791068	hjr	VNG2252G	-	COG1591L	Hjr	1676048	1676473	OF432
+	67	15791069	-	VNG2253H	-	-	hypothetical protein	1676537	1676740	OF433
-	360	15791070	-	VNG2254C	-	COG2219L	DNA primase large subunit	1676737	1677819	OR1
+	225	15791071	-	VNG2255C	-	COG0688I	phosphatidylserine decarboxylase	1677818	1678495	OF434
-	247	15791072	pcn	VNG2256G	-	COG0592L	DNA polymerase sliding clamp	1678565	1679308	OR1
-	344	15791073	nce	VNG2257G	-	COG0530P	Na+/Ca2+-exchanging protein	1679387	1680421	OR1
+	492	15791074	-	VNG2259C	-	COG1892S	phosphoenolpyruvate carboxylase	1680625	1682103	OF435
-	261	15791075	-	VNG2260H	-	-	hypothetical protein	1682108	1682893	OR1
+	139	15791076	-	VNG2262H	-	-	hypothetical protein	1682974	1683393	OF436
+	259	15791077	ftsJ	VNG2263G	-	COG0293J	hypothetical protein	1684061	1684840	OF437
-	237	15791078	-	VNG2264C	-	COG1738S	hypothetical protein	1684849	1685562	OR1
-	63	15791079	-	VNG2268H	-	COG3609K	hypothetical protein	1685552	1685743	OR1
-	724	15791080	tatC2	VNG2267G	-	COG0805U	protein export	1685806	1687980	OR1
+	344	15791081	tatC1	VNG2269G	-	COG0805U	protein export	1688071	1689105	OF438
+	669	15791082	mutS3	VNG2270G	-	COG1193L	hypothetical protein	1689152	1691161	OF438
+	374	15791083	cdc6	VNG2271G	-	COG1474LO	cell division control protein 6	1691265	1692389	OF438
+	225	15791084	rpi	VNG2272G	-	COG0120G	ribose-5-phosphate isomerase A	1692434	1693111	OF438
-	55	15791085	-	VNG2273H	-	-	hypothetical protein	1693173	1693340	OR1
+	77	15791086	-	VNG2274C	-	COG2827L	hypothetical protein	1693780	1694013	OF438
+	457	15791087	pmm	VNG2276G	-	COG1109G	phosphoglucomutase/phospho-mannomutase	1694075	1695448	OF439
-	110	15791088	-	VNG2277H	-	COG3153R	hypothetical protein	1695463	1695795	OR1
-	174	15791089	-	VNG2279H	-	COG2104H	hypothetical protein	1695860	1696384	OR1
+	322	15791090	rfc	VNG2280G	-	COG0470L	replication factor C small subunit	1696383	1697351	OF440
-	327	15791091	-	VNG2281C	-	COG0435O	hypothetical protein	1697360	1698343	OR1
+	269	15791092	-	VNG2282C	-	COG1651O	hypothetical protein	1698333	1699142	OF441
+	929	15791093	alaS	VNG2283G	-	COG0013J	alanyl-tRNA synthetase	1699204	1701993	OF442
-	129	15791094	hisI	VNG2284G	-	COG0139E	phosphoribosyl-AMP cyclohydrolase	1702009	1702398	OR1
-	218	15791095	-	VNG2285C	-	COG1989NOU	hypothetical protein	1702444	1703100	OR1
+	149	15791096	mamA	VNG2286G	-	COG2185I	methylaspartate mutase subunit S	1703613	1704062	OF443
+	476	15791097	mamB	VNG2288G	-	COG4865E	methylaspartate mutase	1704069	1705499	OF443
+	418	15791098	mal	VNG2289G	-	COG3799E	methylaspartate ammonia-lyase	1705499	1706755	OF443
+	208	15791099	maoC1	VNG2290G	-	COG2030I	monoamine oxidase regulatory-like	1706814	1707440	OF443
+	491	15791100	cat	VNG2291G	-	COG0427C	4-hydroxybutyrate CoA transferase	1707437	1708912	OF443
-	431	15791101	-	VNG2292H	-	-	hypothetical protein	1708941	1710236	OR1
-	129	15791102	fer2	VNG2293G	-	COG0633C	ferredoxin	1710444	1710833	OR1
+	242	15791103	hisA	VNG2294G	-	COG0106E	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	1710976	1711704	OF443
+	196	15791104	hisB	VNG2295G	-	COG0131E	imidazoleglycerol-phosphate dehydratase	1711756	1712346	OF444
-	165	15791105	-	VNG2297H	-	-	hypothetical protein	1712375	1712872	OR1
+	162	15791106	-	VNG2296C	-	COG2150R	hypothetical protein	1713014	1713502	OF445
-	217	15791107	-	VNG2298H	-	-	hypothetical protein	1713499	1714152	OR1
+	206	16554514	-	VNG2298a	-	COG1739S	hypothetical protein	1713943	1714563	OF446
+	69	15791108	-	VNG2299H	-	-	hypothetical protein	1714614	1714823	OF447
+	294	15791109	txrB3	VNG2301G	-	COG0492O	thioredoxin reductase	1714837	1715721	OF447
+	674	15791110	yuxL	VNG2302G	-	COG1506E	acylaminoacyl peptidase	1715785	1717809	OF447
-	79	15791111	-	VNG2304H	-	-	hypothetical protein	1717821	1718060	OR1
-	227	15791112	upp	VNG2305C	-	COG0035F	uracil phosphoribosyltransferase	1718107	1718790	OR1
+	227	15791113	-	VNG2306H	-	-	hypothetical protein	1718884	1719567	OF448
+	393	15791114	-	VNG2307C	-	COG0306P	hypothetical protein	1719630	1720811	OF449
-	457	15791115	hlp	VNG2308G	-	COG1253R	Hlp	1720826	1722199	OR1
+	96	15791116	-	VNG2310H	-	COG0695O	hypothetical protein	1722306	1722596	OF450
+	171	15791117	-	VNG2311H	-	COG1225O	hypothetical protein	1722596	1723111	OF450
+	198	15791118	-	VNG2312C	-	COG0009J	hypothetical protein	1723198	1723794	OF450
-	191	15791119	-	VNG2313H	-	-	hypothetical protein	1724502	1725077	OR1
-	215	15791120	-	VNG2314H	-	-	hypothetical protein	1725128	1725775	OR1
-	254	15791121	-	VNG2315H	-	-	hypothetical protein	1725842	1726606	OR1
+	202	15791122	-	VNG2316C	-	COG1268R	hypothetical protein	1726551	1727159	OF451
+	232	15791123	cbiO1	VNG2317G	-	COG1122P	cobalt transport ATP-binding protein	1727159	1727857	OF451
+	677	15791124	hdrD	VNG2320G	-	COG0247C	heterodisulfide reductase	1728729	1730762	OF451
-	188	15791125	ydaJ	VNG2321G	-	COG1670J	acetyltransferase	1730838	1731404	OR1
+	326	15791126	hem2	VNG2322G	-	COG0113H	delta-aminolevulinic acid dehydratase	1731824	1732804	OF452
+	220	15791127	-	VNG2323H	-	-	hypothetical protein	1732811	1733473	OF452
+	123	15791128	-	VNG2324H	-	COG1266R	hypothetical protein	1733850	1734221	OF452
